WorkOrderID,ReceivedDate,CompletedDate,ClientID,ServiceLine,Department,EmployeeID,Priority,ProductionCount,BillableHours,QualityScore,ReworkFlag,SLATargetHours,AHTMinutes,TATHours,SLAMet,CompletionMonth
WO001222,2025-02-19 09:56:01,2025-02-21 00:50:01,C004,Certificate Issuance,Operations Central,E002,Standard,3,1.09,98.6,No,48,21.90,38.90,Met,2025-02
WO000328,2025-02-20 21:53:18,2025-02-21 07:23:18,C002,Document Retrieval,Operations Central,E008,Rush,9,1.37,96.1,No,12,9.11,9.50,Met,2025-02
WO000166,2025-02-19 19:44:57,2025-02-21 08:29:57,C015,Certificate Issuance,Operations Central,E001,Rush,6,1.49,94.8,No,24,14.86,36.75,Not Met,2025-02
WO001150,2025-02-19 00:08:57,2025-02-21 17:35:21,C014,Policy Administration,Operations Central,E025,Standard,4,1.31,91.7,No,72,19.68,65.44,Met,2025-02
WO001210,2025-02-20 19:35:43,2025-02-22 07:47:43,C006,Direct Bill Posting,Operations Central,E035,Standard,12,1.44,90.9,Yes,48,7.19,36.20,Met,2025-02
WO001190,2025-02-21 19:26:14,2025-02-22 13:52:02,C014,Document Retrieval,Operations South,E016,Standard,9,1.98,99.8,No,24,13.17,18.43,Met,2025-02
WO001542,2025-02-21 16:29:58,2025-02-22 14:52:46,C015,Document Retrieval,Operations Central,E011,Standard,7,1.12,90.1,Yes,24,9.62,22.38,Met,2025-02
WO001748,2025-02-21 08:43:11,2025-02-22 16:37:47,C013,Policy Checking,Operations South,E021,Rush,1,0.66,96.7,No,36,39.33,31.91,Met,2025-02
WO001658,2025-02-20 16:51:14,2025-02-22 19:53:02,C006,Policy Checking,Operations North,E006,Rush,1,0.57,90.5,Yes,36,34.44,51.03,Not Met,2025-02
WO001723,2025-02-22 18:26:52,2025-02-23 04:55:40,C009,Document Retrieval,Operations Central,E028,Standard,5,1.32,91.6,No,24,15.84,10.48,Met,2025-02
WO000777,2025-02-22 11:56:28,2025-02-23 15:27:40,C002,Direct Bill Posting,Operations Central,E006,Standard,6,0.62,95.1,No,48,6.15,27.52,Met,2025-02
WO000720,2025-02-22 09:36:06,2025-02-24 03:13:18,C004,Policy Administration,Operations Central,E022,Standard,1,0.38,97.3,No,72,22.57,41.62,Met,2025-02
WO000748,2025-02-24 15:21:18,2025-02-25 05:27:54,C009,Document Retrieval,Operations North,E026,Standard,8,1.33,99.3,No,24,9.95,14.11,Met,2025-02
WO000129,2025-02-23 23:48:45,2025-02-25 17:29:33,C010,Certificate Issuance,Operations South,E032,Standard,3,0.65,94.6,No,48,12.97,41.68,Met,2025-02
WO001189,2025-02-25 08:15:24,2025-02-26 02:05:48,C011,Policy Administration,Operations North,E012,Rush,1,0.50,96.6,Yes,36,30.27,17.84,Met,2025-02
WO000069,2025-02-25 01:42:56,2025-02-26 10:02:44,C007,Direct Bill Posting,Operations North,E003,Standard,18,3.11,96.3,No,48,10.36,32.33,Met,2025-02
WO000374,2025-02-23 01:03:46,2025-02-26 13:09:10,C012,Policy Administration,Operations Central,E027,Standard,2,0.85,92.8,No,72,25.49,84.09,Not Met,2025-02
WO001104,2025-02-25 10:12:22,2025-02-27 10:12:58,C007,Policy Checking,Operations North,E021,Standard,2,1.02,90.2,Yes,72,30.54,48.01,Met,2025-02
WO001157,2025-02-25 02:43:01,2025-02-27 13:35:13,C008,Policy Administration,Operations Central,E027,Standard,4,1.08,93.6,No,72,16.13,58.87,Met,2025-02
WO001184,2025-02-27 01:50:01,2025-02-27 18:12:13,C001,Document Retrieval,Operations Central,E005,Standard,10,1.95,92.1,No,24,11.68,16.37,Met,2025-02
WO001655,2025-02-26 04:10:08,2025-02-28 01:08:20,C015,Policy Checking,Operations Central,E004,Standard,3,2.31,92.0,No,72,46.19,44.97,Met,2025-02
WO001431,2025-02-23 11:13:03,2025-02-28 01:19:39,C004,Policy Checking,Operations South,E017,Standard,1,0.71,93.3,No,72,42.48,110.11,Not Met,2025-02
WO000404,2025-02-22 21:19:47,2025-02-28 09:38:23,C008,Policy Administration,Operations North,E034,Standard,4,1.21,98.5,No,72,18.08,132.31,Not Met,2025-02
WO001277,2025-02-24 16:10:12,2025-02-28 09:38:24,C015,Certificate Issuance,Operations Central,E007,Standard,5,1.24,93.8,No,48,14.93,89.47,Not Met,2025-02
WO001145,2025-02-27 11:02:04,2025-02-28 17:11:04,C005,Policy Checking,Operations North,E023,Rush,4,1.77,90.3,Yes,36,26.54,30.15,Met,2025-02
WO000332,2025-02-26 08:38:18,2025-02-28 21:08:18,C005,Direct Bill Posting,Operations South,E028,Standard,13,1.94,100.0,No,48,8.96,60.50,Not Met,2025-02
WO000671,2025-02-28 15:47:42,2025-03-01 10:10:30,C009,Direct Bill Posting,Operations North,E009,Standard,14,2.16,98.6,No,48,9.24,18.38,Met,2025-03
WO000020,2025-02-28 15:14:16,2025-03-01 13:49:04,C013,Certificate Issuance,Operations Central,E012,Standard,5,1.57,99.0,No,48,18.79,22.58,Met,2025-03
WO000910,2025-02-27 13:21:18,2025-03-01 21:21:18,C010,Policy Administration,Operations North,E032,Standard,2,0.97,97.3,No,72,29.16,56.00,Met,2025-03
WO000324,2025-03-01 01:34:18,2025-03-01 22:05:30,C009,Document Retrieval,Operations North,E028,Standard,10,2.10,97.2,No,24,12.60,20.52,Met,2025-03
WO000280,2025-02-26 21:10:51,2025-03-02 05:28:51,C002,Certificate Issuance,Operations Central,E018,Standard,6,1.90,96.1,No,48,19.03,80.30,Not Met,2025-03
WO000928,2025-02-28 22:52:17,2025-03-02 12:18:41,C002,Certificate Issuance,Operations Central,E014,Standard,4,1.04,96.2,No,48,15.62,37.44,Met,2025-03
WO001264,2025-02-28 04:32:27,2025-03-02 18:24:03,C005,Policy Administration,Operations South,E017,Standard,5,1.62,99.0,No,72,19.42,61.86,Met,2025-03
WO000381,2025-02-28 06:36:17,2025-03-02 21:44:05,C009,Certificate Issuance,Operations South,E017,Standard,1,0.30,93.3,No,48,18.29,63.13,Not Met,2025-03
WO000652,2025-03-02 19:53:35,2025-03-04 18:39:11,C003,Policy Administration,Operations North,E011,Standard,3,0.92,91.1,No,72,18.30,46.76,Met,2025-03
WO000227,2025-03-03 11:05:25,2025-03-05 21:15:37,C013,Policy Checking,Operations North,E034,Standard,3,2.28,95.2,No,72,45.65,58.17,Met,2025-03
WO000666,2025-03-04 17:28:36,2025-03-06 07:50:48,C005,Direct Bill Posting,Operations North,E008,Standard,7,0.76,92.3,No,48,6.53,38.37,Met,2025-03
WO001236,2025-03-04 03:37:04,2025-03-07 12:31:04,C009,Certificate Issuance,Operations North,E015,Standard,4,1.08,91.5,No,48,16.16,80.90,Not Met,2025-03
WO000156,2025-03-07 04:43:34,2025-03-07 16:45:58,C015,Document Retrieval,Operations Central,E036,Standard,9,1.62,95.9,No,24,10.77,12.04,Met,2025-03
WO001029,2025-03-07 11:24:28,2025-03-08 04:59:16,C011,Certificate Issuance,Operations North,E018,Standard,2,0.73,92.8,No,48,21.80,17.58,Met,2025-03
WO001579,2025-03-06 19:43:57,2025-03-08 08:25:21,C014,Policy Checking,Operations Central,E019,Standard,1,0.75,93.2,No,72,44.72,36.69,Met,2025-03
WO001226,2025-03-07 07:48:01,2025-03-08 11:55:13,C008,Policy Checking,Operations South,E015,Standard,4,1.70,98.2,No,72,25.54,28.12,Met,2025-03
WO000257,2025-03-09 04:39:31,2025-03-09 08:46:43,C010,Document Retrieval,Operations South,E018,Rush,6,1.52,98.5,Yes,12,15.18,4.12,Met,2025-03
WO000225,2025-03-07 21:38:06,2025-03-09 09:15:54,C005,Direct Bill Posting,Operations North,E012,Standard,6,0.58,98.5,No,48,5.83,35.63,Met,2025-03
WO001100,2025-03-08 15:44:03,2025-03-09 20:42:51,C003,Policy Checking,Operations North,E022,Rush,2,0.93,96.2,No,36,27.78,28.98,Met,2025-03
WO000936,2025-03-08 03:39:51,2025-03-10 05:00:15,C004,Direct Bill Posting,Operations North,E010,Standard,5,0.75,99.2,No,48,9.03,49.34,Not Met,2025-03
WO001597,2025-03-09 18:34:55,2025-03-10 06:25:55,C015,Document Retrieval,Operations South,E023,Standard,2,0.30,99.7,No,24,9.09,11.85,Met,2025-03
WO000354,2025-03-08 08:22:37,2025-03-10 14:25:37,C015,Policy Checking,Operations South,E022,Rush,3,1.58,95.3,No,36,31.57,54.05,Not Met,2025-03
WO001632,2025-03-10 13:41:23,2025-03-11 00:10:11,C008,Document Retrieval,Operations Central,E014,Standard,10,2.45,90.0,Yes,24,14.70,10.48,Met,2025-03
WO000061,2025-03-09 22:53:20,2025-03-12 16:55:08,C008,Policy Checking,Operations Central,E011,Standard,1,0.69,95.6,No,72,41.27,66.03,Met,2025-03
WO001161,2025-03-10 22:45:36,2025-03-12 21:53:24,C002,Policy Administration,Operations South,E029,Standard,2,0.69,91.9,No,72,20.55,47.13,Met,2025-03
WO000964,2025-03-09 18:59:23,2025-03-13 11:11:23,C007,Policy Administration,Operations South,E016,Standard,1,0.28,95.2,No,72,16.90,88.20,Not Met,2025-03
WO001794,2025-03-12 00:38:25,2025-03-13 17:38:25,C008,Policy Checking,Operations Central,E035,Standard,3,1.32,91.9,No,72,26.40,41.00,Met,2025-03
WO000075,2025-03-13 09:17:53,2025-03-14 05:23:53,C004,Direct Bill Posting,Operations South,E009,Standard,16,1.91,95.2,No,48,7.15,20.10,Met,2025-03
WO000153,2025-03-12 18:28:29,2025-03-14 17:30:53,C001,Policy Checking,Operations Central,E031,Standard,1,0.48,92.4,No,72,28.99,47.04,Met,2025-03
WO000473,2025-03-12 18:03:09,2025-03-14 19:28:57,C005,Policy Checking,Operations North,E031,Standard,1,0.78,99.9,No,72,46.85,49.43,Met,2025-03
WO000456,2025-03-13 11:31:32,2025-03-14 20:35:08,C001,Policy Checking,Operations North,E024,Standard,4,1.74,90.6,Yes,72,26.05,33.06,Met,2025-03
WO001485,2025-03-13 15:19:41,2025-03-15 01:31:05,C005,Direct Bill Posting,Operations Central,E026,Standard,18,2.60,95.3,No,48,8.67,34.19,Met,2025-03
WO000136,2025-03-14 08:37:39,2025-03-15 05:47:51,C008,Certificate Issuance,Operations Central,E012,Standard,2,0.74,91.6,No,48,22.13,21.17,Met,2025-03
WO000986,2025-03-14 17:18:00,2025-03-15 06:22:48,C002,Policy Administration,Operations South,E002,Rush,2,0.75,97.9,No,36,22.53,13.08,Met,2025-03
WO000302,2025-03-13 14:48:12,2025-03-15 23:44:36,C002,Policy Administration,Operations Central,E036,Standard,2,0.65,97.7,No,72,19.41,56.94,Met,2025-03
WO000042,2025-03-14 15:18:06,2025-03-16 06:01:54,C010,Direct Bill Posting,Operations South,E024,Standard,6,0.80,96.7,No,48,8.00,38.73,Met,2025-03
WO001106,2025-03-15 02:47:45,2025-03-16 07:15:21,C009,Policy Checking,Operations North,E023,Standard,4,2.35,96.7,No,72,35.30,28.46,Met,2025-03
WO001017,2025-03-14 19:57:22,2025-03-16 10:35:46,C015,Direct Bill Posting,Operations South,E031,Standard,14,1.96,91.7,No,48,8.38,38.64,Met,2025-03
WO001582,2025-03-13 19:45:05,2025-03-16 12:13:53,C010,Certificate Issuance,Operations South,E003,Standard,1,0.29,90.7,Yes,48,17.40,64.48,Not Met,2025-03
WO000636,2025-03-15 09:58:01,2025-03-16 13:44:49,C008,Policy Checking,Operations North,E028,Standard,4,2.57,98.1,No,72,38.51,27.78,Met,2025-03
WO000948,2025-03-15 18:25:34,2025-03-17 00:49:34,C015,Policy Checking,Operations South,E032,Standard,4,1.73,93.0,No,72,26.02,30.40,Met,2025-03
WO001025,2025-03-16 10:00:10,2025-03-17 01:31:22,C003,Certificate Issuance,Operations Central,E027,Standard,5,1.23,98.0,No,48,14.75,15.52,Met,2025-03
WO001169,2025-03-16 03:38:27,2025-03-17 02:37:15,C013,Policy Administration,Operations South,E032,Standard,5,2.06,92.0,No,72,24.70,22.98,Met,2025-03
WO000970,2025-03-16 14:13:44,2025-03-17 09:10:44,C009,Document Retrieval,Operations Central,E021,Standard,8,1.66,97.8,No,24,12.42,18.95,Met,2025-03
WO000840,2025-03-15 15:37:08,2025-03-17 09:55:44,C005,Policy Checking,Operations Central,E018,Standard,2,1.16,96.4,No,72,34.76,42.31,Met,2025-03
WO001098,2025-03-16 14:26:11,2025-03-17 21:32:11,C010,Certificate Issuance,Operations Central,E008,Standard,3,0.86,93.2,No,48,17.22,31.10,Met,2025-03
WO000575,2025-03-16 22:47:58,2025-03-17 22:07:46,C001,Policy Administration,Operations North,E014,Standard,5,1.76,98.6,No,72,21.17,23.33,Met,2025-03
WO000501,2025-03-18 06:24:33,2025-03-18 15:53:21,C012,Document Retrieval,Operations North,E015,Rush,6,1.56,95.4,No,12,15.64,9.48,Met,2025-03
WO000236,2025-03-18 08:17:16,2025-03-19 02:49:04,C002,Direct Bill Posting,Operations South,E029,Standard,17,1.99,99.6,No,48,7.01,18.53,Met,2025-03
WO001525,2025-03-18 08:03:24,2025-03-19 03:06:24,C001,Direct Bill Posting,Operations South,E020,Standard,16,2.74,96.6,No,48,10.28,19.05,Met,2025-03
WO000905,2025-03-16 14:52:07,2025-03-19 09:56:19,C002,Direct Bill Posting,Operations North,E034,Standard,8,1.14,92.4,No,48,8.56,67.07,Not Met,2025-03
WO001372,2025-03-19 00:40:12,2025-03-19 11:02:24,C012,Direct Bill Posting,Operations Central,E021,Rush,6,0.62,92.4,No,24,6.24,10.37,Met,2025-03
WO001740,2025-03-19 07:09:35,2025-03-20 11:57:35,C002,Policy Checking,Operations Central,E033,Standard,1,0.65,96.9,No,72,38.98,28.80,Met,2025-03
WO000800,2025-03-19 04:29:07,2025-03-20 23:02:43,C014,Direct Bill Posting,Operations North,E008,Standard,15,2.47,98.6,No,48,9.88,42.56,Met,2025-03
WO001478,2025-03-20 11:32:59,2025-03-21 11:59:59,C009,Policy Checking,Operations South,E021,Rush,1,0.72,94.6,No,36,42.96,24.45,Met,2025-03
WO000947,2025-03-18 13:55:53,2025-03-21 16:10:53,C015,Certificate Issuance,Operations South,E003,Standard,4,1.32,99.8,No,48,19.83,74.25,Not Met,2025-03
WO000062,2025-03-20 02:30:48,2025-03-21 22:44:00,C007,Direct Bill Posting,Operations Central,E028,Standard,13,1.77,93.7,No,48,8.15,44.22,Met,2025-03
WO001043,2025-03-20 03:24:08,2025-03-22 00:13:20,C004,Policy Checking,Operations South,E032,Standard,4,2.56,92.7,No,72,38.39,44.82,Met,2025-03
WO001577,2025-03-20 04:09:01,2025-03-22 02:24:01,C010,Policy Checking,Operations South,E029,Standard,4,2.32,98.5,No,72,34.74,46.25,Met,2025-03
WO001300,2025-03-20 16:25:05,2025-03-22 11:00:29,C007,Certificate Issuance,Operations South,E013,Standard,2,0.56,97.3,No,48,16.67,42.59,Met,2025-03
WO000724,2025-03-22 10:01:56,2025-03-22 18:51:08,C003,Document Retrieval,Operations South,E005,Rush,6,1.06,98.1,No,12,10.64,8.82,Met,2025-03
WO001194,2025-03-21 12:10:08,2025-03-23 02:01:44,C009,Direct Bill Posting,Operations South,E021,Standard,19,3.07,90.1,Yes,48,9.68,37.86,Met,2025-03
WO000935,2025-03-21 00:53:30,2025-03-23 11:38:30,C011,Direct Bill Posting,Operations South,E021,Standard,19,2.80,95.8,No,48,8.84,58.75,Not Met,2025-03
WO000071,2025-03-22 10:52:05,2025-03-23 20:49:05,C005,Policy Administration,Operations North,E035,Standard,4,1.48,92.2,No,72,22.22,33.95,Met,2025-03
WO000739,2025-03-23 16:36:38,2025-03-24 13:24:38,C005,Certificate Issuance,Operations North,E015,Standard,2,0.76,97.5,No,48,22.72,20.80,Met,2025-03
WO000808,2025-03-23 12:56:24,2025-03-24 20:25:12,C015,Direct Bill Posting,Operations South,E022,Standard,10,0.97,91.6,No,48,5.82,31.48,Met,2025-03
WO000403,2025-03-24 12:30:18,2025-03-25 03:54:18,C015,Document Retrieval,Operations South,E025,Standard,4,0.67,98.0,No,24,10.10,15.40,Met,2025-03
WO001411,2025-03-24 20:58:10,2025-03-25 10:25:46,C014,Document Retrieval,Operations Central,E006,Standard,10,2.49,96.0,No,24,14.92,13.46,Met,2025-03
WO001446,2025-03-24 11:18:43,2025-03-26 02:12:43,C013,Policy Checking,Operations North,E034,Standard,1,0.63,94.8,No,72,37.50,38.90,Met,2025-03
WO001068,2025-03-24 04:52:46,2025-03-26 06:53:58,C002,Policy Checking,Operations North,E028,Standard,3,1.92,98.9,No,72,38.48,50.02,Met,2025-03
WO001672,2025-03-21 00:59:37,2025-03-26 11:53:37,C009,Policy Checking,Operations South,E002,Standard,4,2.16,91.5,No,72,32.34,130.90,Not Met,2025-03
WO001155,2025-03-25 17:16:46,2025-03-27 08:14:22,C008,Direct Bill Posting,Operations North,E006,Standard,15,2.52,90.3,Yes,48,10.09,38.96,Met,2025-03
WO001175,2025-03-25 16:34:18,2025-03-27 08:54:06,C015,Certificate Issuance,Operations Central,E005,Standard,3,1.03,94.4,No,48,20.68,40.33,Met,2025-03
WO001136,2025-03-26 21:21:19,2025-03-27 11:37:31,C003,Document Retrieval,Operations South,E006,Standard,3,0.66,93.8,No,24,13.11,14.27,Met,2025-03
WO000595,2025-03-26 09:12:27,2025-03-27 12:55:03,C011,Certificate Issuance,Operations Central,E016,Standard,3,0.75,98.4,No,48,14.96,27.71,Met,2025-03
WO001003,2025-03-24 21:58:06,2025-03-28 04:28:42,C011,Policy Administration,Operations North,E033,Standard,4,1.29,98.5,No,72,19.29,78.51,Not Met,2025-03
WO000537,2025-03-24 20:53:43,2025-03-28 08:54:55,C001,Policy Checking,Operations North,E003,Standard,2,1.20,91.9,No,72,36.06,84.02,Not Met,2025-03
WO001698,2025-03-28 05:05:59,2025-03-28 11:28:11,C011,Document Retrieval,Operations North,E029,Rush,10,2.79,94.4,No,12,16.72,6.37,Met,2025-03
WO001502,2025-03-28 07:19:23,2025-03-28 15:31:23,C001,Direct Bill Posting,Operations South,E022,Rush,18,2.72,99.3,No,24,9.07,8.20,Met,2025-03
WO000266,2025-03-28 18:54:56,2025-03-29 07:52:32,C004,Document Retrieval,Operations South,E033,Standard,3,0.49,93.9,No,24,9.71,12.96,Met,2025-03
WO001785,2025-03-29 08:19:43,2025-03-29 18:16:43,C007,Document Retrieval,Operations North,E007,Rush,1,0.17,97.7,No,12,9.91,9.95,Met,2025-03
WO001580,2025-03-30 03:55:22,2025-03-30 20:19:58,C003,Document Retrieval,Operations North,E026,Standard,8,1.75,97.9,No,24,13.10,16.41,Met,2025-03
WO001102,2025-03-29 18:56:12,2025-03-30 20:25:36,C010,Policy Administration,Operations North,E011,Standard,3,1.38,96.8,No,72,27.63,25.49,Met,2025-03
WO000200,2025-03-28 13:21:16,2025-03-31 03:27:52,C006,Policy Checking,Operations Central,E001,Standard,4,2.84,95.1,No,72,42.64,62.11,Met,2025-03
WO001493,2025-03-30 11:40:08,2025-03-31 03:36:32,C013,Direct Bill Posting,Operations Central,E029,Standard,7,0.73,90.4,Yes,48,6.26,15.94,Met,2025-03
WO001742,2025-03-29 01:57:57,2025-03-31 06:32:45,C006,Policy Checking,Operations Central,E028,Standard,1,0.42,95.5,No,72,25.36,52.58,Met,2025-03
WO001179,2025-03-30 06:56:36,2025-03-31 12:27:48,C015,Policy Checking,Operations South,E012,Standard,1,0.69,92.7,No,72,41.14,29.52,Met,2025-03
WO001138,2025-03-31 08:20:09,2025-03-31 23:33:57,C014,Policy Checking,Operations South,E012,Rush,3,1.93,90.5,Yes,36,38.58,15.23,Met,2025-03
WO000229,2025-03-31 06:12:29,2025-04-01 00:20:17,C004,Certificate Issuance,Operations South,E014,Rush,5,2.02,95.4,No,24,24.20,18.13,Met,2025-04
WO001127,2025-03-31 04:52:58,2025-04-01 00:49:58,C006,Certificate Issuance,Operations South,E009,Standard,4,1.11,96.8,No,48,16.62,19.95,Met,2025-04
WO000246,2025-03-31 21:41:06,2025-04-01 16:12:18,C006,Document Retrieval,Operations South,E021,Standard,9,2.09,97.0,No,24,13.94,18.52,Met,2025-04
WO000601,2025-03-30 18:28:33,2025-04-01 22:43:33,C015,Policy Checking,Operations North,E001,Standard,1,0.76,97.2,No,72,45.40,52.25,Met,2025-04
WO001147,2025-03-31 04:40:24,2025-04-02 03:47:00,C006,Policy Checking,Operations South,E011,Standard,4,2.52,92.8,No,72,37.79,47.11,Met,2025-04
WO001079,2025-04-01 06:09:32,2025-04-02 13:53:20,C006,Policy Checking,Operations South,E035,Standard,2,1.53,98.6,No,72,46.05,31.73,Met,2025-04
WO000437,2025-03-30 21:35:50,2025-04-03 03:37:38,C006,Certificate Issuance,Operations North,E031,Standard,6,1.63,91.4,No,48,16.29,78.03,Not Met,2025-04
WO000662,2025-04-02 20:01:54,2025-04-03 16:59:30,C005,Document Retrieval,Operations South,E016,Standard,7,1.27,94.1,No,24,10.92,20.96,Met,2025-04
WO000938,2025-04-02 23:14:05,2025-04-03 18:50:41,C012,Policy Administration,Operations North,E033,Rush,2,0.82,94.0,No,36,24.62,19.61,Met,2025-04
WO000761,2025-04-03 05:11:01,2025-04-04 01:24:49,C005,Certificate Issuance,Operations North,E025,Standard,4,1.59,98.2,No,48,23.88,20.23,Met,2025-04
WO000727,2025-04-03 10:12:25,2025-04-04 18:44:13,C001,Direct Bill Posting,Operations South,E011,Standard,7,1.15,91.1,No,48,9.83,32.53,Met,2025-04
WO001729,2025-04-02 00:21:46,2025-04-05 10:29:34,C007,Direct Bill Posting,Operations Central,E006,Standard,9,1.27,93.4,Yes,48,8.47,82.13,Not Met,2025-04
WO001619,2025-04-04 03:40:49,2025-04-05 14:57:01,C006,Direct Bill Posting,Operations Central,E009,Standard,8,1.36,98.3,No,48,10.21,35.27,Met,2025-04
WO000658,2025-04-04 07:56:34,2025-04-06 02:41:34,C007,Direct Bill Posting,Operations North,E027,Standard,13,2.24,90.5,Yes,48,10.33,42.75,Met,2025-04
WO001762,2025-04-05 14:34:12,2025-04-06 12:19:48,C004,Document Retrieval,Operations South,E011,Standard,7,1.62,97.4,No,24,13.87,21.76,Met,2025-04
WO000593,2025-04-05 21:27:12,2025-04-06 14:09:12,C012,Document Retrieval,Operations Central,E022,Rush,9,2.15,93.5,Yes,12,14.36,16.70,Not Met,2025-04
WO001000,2025-04-07 04:20:12,2025-04-07 15:58:36,C006,Document Retrieval,Operations Central,E013,Standard,7,1.39,93.4,No,24,11.94,11.64,Met,2025-04
WO000142,2025-04-06 20:37:01,2025-04-07 17:37:01,C007,Certificate Issuance,Operations South,E025,Standard,3,1.05,96.7,No,48,21.04,21.00,Met,2025-04
WO000452,2025-04-07 13:21:25,2025-04-08 03:47:13,C005,Document Retrieval,Operations South,E005,Standard,4,1.06,98.4,No,24,15.94,14.43,Met,2025-04
WO001254,2025-04-06 10:43:32,2025-04-08 15:20:08,C014,Policy Checking,Operations Central,E018,Standard,4,1.97,97.8,No,72,29.52,52.61,Met,2025-04
WO001680,2025-04-08 06:04:23,2025-04-09 02:21:11,C011,Document Retrieval,Operations North,E031,Rush,4,0.85,99.2,No,12,12.78,20.28,Not Met,2025-04
WO000215,2025-04-08 00:39:07,2025-04-10 17:59:31,C007,Policy Administration,Operations Central,E021,Standard,3,1.14,97.4,No,72,22.78,65.34,Met,2025-04
WO000410,2025-04-11 01:57:45,2025-04-11 21:05:33,C002,Direct Bill Posting,Operations South,E033,Standard,16,1.60,94.1,No,48,6.00,19.13,Met,2025-04
WO001692,2025-04-09 07:47:35,2025-04-11 21:21:11,C003,Policy Checking,Operations South,E013,Standard,1,0.70,92.5,No,72,41.84,61.56,Met,2025-04
WO001258,2025-04-11 04:59:34,2025-04-11 21:40:58,C004,Document Retrieval,Operations South,E014,Standard,1,0.21,95.7,No,24,12.54,16.69,Met,2025-04
WO000423,2025-04-11 23:33:53,2025-04-12 10:29:41,C008,Document Retrieval,Operations Central,E009,Rush,8,1.39,92.3,No,12,10.45,10.93,Met,2025-04
WO000321,2025-04-12 12:06:54,2025-04-13 01:14:42,C011,Document Retrieval,Operations South,E001,Rush,8,2.04,93.4,No,12,15.32,13.13,Not Met,2025-04
WO001488,2025-04-11 11:19:22,2025-04-13 05:45:46,C003,Certificate Issuance,Operations South,E006,Standard,2,0.69,93.1,No,48,20.77,42.44,Met,2025-04
WO001054,2025-04-12 07:05:00,2025-04-13 20:08:00,C013,Direct Bill Posting,Operations Central,E025,Rush,6,0.67,96.0,No,24,6.70,37.05,Not Met,2025-04
WO000341,2025-04-13 14:01:17,2025-04-14 08:44:29,C015,Certificate Issuance,Operations Central,E001,Rush,5,1.46,96.2,No,24,17.50,18.72,Met,2025-04
